50.09019,8.4493,Hofheim am Taunus,DE,Europe/Berlin
25.87498,86.59611,Saharsa,IN,Asia/Kolkata
34.75856,136.13108,Ueno-ebisumachi,JP,Asia/Tokyo
3.8801,-77.03116,Buenaventura,CO,America/Bogota
41.47892,-87.45476,Schererville,US,America/Chicago
49.13645,8.91229,Eppingen,DE,Europe/Berlin
48.46458,9.22796,Pfullingen,DE,Europe/Berlin
23.0072,-82.4017,Boyeros,CU,America/Havana
42.7,27.25,Aytos,BG,Europe/Sofia
14.64056,104.64992,Kantharalak,TH,Asia/Bangkok
42.8334,-80.38297,Norfolk County,CA,America/Toronto
12.18441,18.69303,Mongo,TD,Africa/Ndjamena
39.57582,-105.11221,Ken Caryl,US,America/Denver
36.72544,3.55665,Thenia,DZ,Africa/Algiers
-22.53722,-42.98194,Guapimirim,BR,America/Sao_Paulo
28.90054,-81.26367,Deltona,US,America/New_York
-25.42778,-49.27306,Curitiba,BR,America/Sao_Paulo
44.99012,-123.02621,Keizer,US,America/Los_Angeles
43.54072,-116.56346,Nampa,US,America/Boise
10.63504,-85.43772,Liberia,CR,America/Costa_Rica
-37.9,145.18333,Wheelers Hill,AU,Australia/Melbourne
36.46917,10.78222,Beni Khiar,TN,Africa/Tunis
-33.38056,-56.52361,Durazno,UY,America/Montevideo
53.51684,-113.3187,Sherwood Park,CA,America/Edmonton
46.32313,-0.45877,Niort,FR,Europe/Paris
11.12018,76.11996,Manjeri,IN,Asia/Kolkata
37.56667,140.11667,Inawashiro,JP,Asia/Tokyo
18.87813,72.93924,Uran,IN,Asia/Kolkata
12.97389,123.99333,Sorsogon,PH,Asia/Manila
48.25,16.4,Floridsdorf,AT,Europe/Vienna
20.88197,85.83334,Bhuban,IN,Asia/Kolkata
52.86147,9.5926,Walsrode,DE,Europe/Berlin
28.54944,-81.77285,Clermont,US,America/New_York
54.58048,16.86194,Ustka,PL,Europe/Warsaw
53.7446,-0.33525,Kingston upon Hull,GB,Europe/London
39.00622,-77.4286,Sterling,US,America/New_York
40.66482,122.22833,Yingkou,CN,Asia/Shanghai
32.9156,-117.14392,Mira Mesa,US,America/Los_Angeles
37.58105,29.26639,Serinhisar,TR,Europe/Istanbul
11.8659,34.3869,Ar Ruseris,SD,Africa/Khartoum
-7.73379,113.69785,Besuki,ID,Asia/Jakarta
-27.50578,153.10236,Carindale,AU,Australia/Brisbane
